image,cell_id,source,cy,cx,area_px,circularity,eccentricity,solidity
WT_2,1293,cellpose_ext,2354.7,2107.9,239,0.884,0.706,0.937
WT_2,1294,cellpose_ext,2359.0,2171.8,303,0.627,0.923,0.881
WT_2,1295,cellpose_ext,2357.9,2749.4,271,0.557,0.855,0.742
WT_2,1296,cellpose_ext,2368.2,1706.8,603,0.317,0.979,0.675
WT_2,1297,cellpose_ext,2363.2,1867.5,290,0.479,0.914,0.803
WT_2,1298,cellpose_ext,2363.1,399.8,528,0.777,0.744,0.926
WT_2,1299,cellpose_ext,2364.3,1510.3,487,0.618,0.894,0.845
WT_2,1300,cellpose_ext,2378.2,687.0,1469,0.421,0.936,0.802
WT_2,1301,cellpose_ext,2364.3,1558.9,177,0.688,0.909,0.894
WT_2,1302,cellpose_ext,2369.2,1650.6,414,0.576,0.868,0.828
WT_2,1303,cellpose_ext,2371.4,2142.2,311,0.886,0.491,0.937
WT_2,1304,cellpose_ext,2380.9,1401.7,811,0.781,0.534,0.942
WT_2,1305,cellpose_ext,2384.6,799.9,298,0.426,0.920,0.754
WT_2,1306,cellpose_ext,2399.5,995.5,618,0.320,0.956,0.654
WT_2,1307,cellpose_ext,2385.2,2044.1,706,0.821,0.614,0.928
WT_2,1308,cellpose_ext,2381.7,394.6,277,0.833,0.798,0.945
WT_2,1309,cellpose_ext,2382.2,413.2,403,0.759,0.590,0.904
WT_2,1310,cellpose_ext,2402.9,564.9,1835,0.699,0.847,0.926
WT_2,1311,cellpose_ext,2379.9,2116.6,482,0.838,0.708,0.945
WT_2,1312,cellpose_ext,2379.3,1516.5,128,0.748,0.894,0.921
WT_2,1313,cellpose_ext,2380.5,2270.9,312,0.653,0.900,0.867
WT_2,1314,cellpose_ext,2387.4,2945.6,578,0.557,0.747,0.812
WT_2,1315,cellpose_ext,2381.1,2152.7,143,0.978,0.725,0.966
WT_2,1316,cellpose_ext,2401.1,521.7,1755,0.682,0.716,0.891
WT_2,1317,cellpose_ext,2383.0,1070.6,358,0.536,0.668,0.754
WT_2,1318,cellpose_ext,2386.4,2825.5,387,0.862,0.698,0.949
WT_2,1319,cellpose_ext,2392.0,1288.3,416,0.583,0.812,0.814
WT_2,1320,cellpose_ext,2393.3,2096.4,551,0.864,0.363,0.947
WT_2,1321,cellpose_ext,2390.3,2379.5,416,0.388,0.891,0.686
WT_2,1322,cellpose_ext,2401.2,1647.1,312,0.599,0.943,0.891
WT_2,1323,cellpose_ext,2397.3,1626.2,284,0.906,0.726,0.953
WT_2,1324,cellpose_ext,2400.6,2058.9,354,0.788,0.528,0.941
WT_2,1325,cellpose_ext,2403.8,480.4,468,0.755,0.803,0.927
WT_2,1326,cellpose_ext,2416.3,2332.0,417,0.423,0.969,0.775
WT_2,1327,cellpose_ext,2414.0,411.9,560,0.576,0.926,0.900
WT_2,1328,cellpose_ext,2410.9,2710.9,244,0.429,0.968,0.744
WT_2,1329,cellpose_ext,2411.8,1376.4,379,0.676,0.922,0.952
WT_2,1330,cellpose_ext,2409.4,2077.6,261,0.675,0.918,0.897
WT_2,1331,cellpose_ext,2408.5,1017.5,347,0.808,0.736,0.943
WT_2,1332,cellpose_ext,2411.3,2375.9,446,0.721,0.621,0.887
WT_2,1333,cellpose_ext,2413.5,2904.0,226,0.705,0.895,0.926
WT_2,1334,cellpose_ext,2419.3,755.2,821,0.279,0.838,0.553
WT_2,1335,cellpose_ext,2408.2,2004.3,132,0.988,0.496,0.943
WT_2,1336,cellpose_ext,2419.0,2214.7,643,0.628,0.646,0.837
WT_2,1337,cellpose_ext,2421.5,1483.3,663,0.440,0.797,0.673
WT_2,1338,cellpose_ext,2422.9,2107.5,434,0.868,0.311,0.952
WT_2,1339,cellpose_ext,2435.4,2996.5,1220,0.586,0.782,0.849
WT_2,1340,cellpose_ext,2431.2,1585.6,1010,0.672,0.721,0.871
WT_2,1341,cellpose_ext,2425.3,1206.3,685,0.490,0.805,0.720
WT_2,1342,cellpose_ext,2422.3,1554.1,260,0.713,0.732,0.864
WT_2,1343,cellpose_ext,2423.3,2090.6,139,0.868,0.850,0.946
WT_2,1344,cellpose_ext,2434.2,923.0,762,0.628,0.491,0.826
WT_2,1345,cellpose_ext,2428.9,2160.0,410,0.617,0.891,0.847
WT_2,1346,cellpose_ext,2437.7,2793.7,479,0.638,0.768,0.854
WT_2,1347,cellpose_ext,2436.7,453.9,307,0.652,0.897,0.853
WT_2,1348,cellpose_ext,2439.0,1127.9,880,0.771,0.779,0.933
WT_2,1349,cellpose_ext,2446.2,1752.7,352,0.427,0.961,0.744
WT_2,1350,cellpose_ext,2444.5,997.3,686,0.545,0.629,0.799
WT_2,1351,cellpose_ext,2434.3,1376.6,287,0.768,0.847,0.903
WT_2,1352,cellpose_ext,2439.2,527.2,287,0.851,0.808,0.950
WT_2,1353,cellpose_ext,2448.4,2367.9,446,0.569,0.939,0.878
WT_2,1354,cellpose_ext,2442.1,1983.9,428,0.844,0.803,0.957
WT_2,1355,cellpose_ext,2440.7,2524.2,297,0.710,0.642,0.861
WT_2,1356,cellpose_ext,2438.7,2190.6,309,0.665,0.853,0.878
WT_2,1357,cellpose_ext,2446.5,2878.1,495,0.414,0.808,0.665
WT_2,1358,cellpose_ext,2452.1,546.5,407,0.485,0.960,0.786
WT_2,1359,cellpose_ext,2441.8,2273.0,211,0.908,0.708,0.938
WT_2,1360,cellpose_ext,2446.1,1734.2,169,0.535,0.952,0.854
WT_2,1361,cellpose_ext,2452.3,2637.1,1085,0.432,0.885,0.815
WT_2,1362,cellpose_ext,2452.5,2339.6,377,0.762,0.641,0.883
WT_2,1363,cellpose_ext,2459.4,1097.0,452,0.521,0.907,0.779
WT_2,1364,cellpose_ext,2456.4,2153.5,441,0.474,0.897,0.766
WT_2,1365,cellpose_ext,2459.2,471.5,582,0.630,0.843,0.893
WT_2,1366,cellpose_ext,2460.1,1666.2,488,0.760,0.724,0.910
WT_2,1367,cellpose_ext,2470.6,492.6,813,0.626,0.916,0.925
WT_2,1368,cellpose_ext,2459.9,2538.7,210,0.665,0.932,0.925
WT_2,1369,cellpose_ext,2459.4,2078.7,213,0.855,0.811,0.938
WT_2,1370,cellpose_ext,2465.3,930.4,298,0.674,0.911,0.892
WT_2,1371,cellpose_ext,2465.4,1577.4,564,0.399,0.938,0.703
WT_2,1372,cellpose_ext,2466.6,694.4,534,0.412,0.940,0.696
WT_2,1373,cellpose_ext,2476.5,1946.7,771,0.606,0.736,0.823
WT_2,1374,cellpose_ext,2479.7,1300.5,1310,0.682,0.769,0.895
WT_2,1375,cellpose_ext,2479.6,1385.2,957,0.286,0.826,0.563
WT_2,1376,cellpose_ext,2468.7,1746.7,218,0.701,0.879,0.908
WT_2,1377,cellpose_ext,2480.0,2774.3,417,0.649,0.883,0.862
WT_2,1378,cellpose_ext,2479.0,1018.7,421,0.682,0.853,0.872
WT_2,1379,cellpose_ext,2475.7,1729.2,181,0.749,0.891,0.928
WT_2,1380,cellpose_ext,2481.1,2935.5,428,0.636,0.880,0.901
WT_2,1381,cellpose_ext,2486.6,1651.9,248,0.715,0.864,0.908
WT_2,1382,cellpose_ext,2486.7,2442.2,331,0.588,0.893,0.871
WT_2,1383,cellpose_ext,2480.0,653.6,205,0.423,0.977,0.844
WT_2,1384,cellpose_ext,2492.8,409.2,452,0.629,0.875,0.863
WT_2,1385,cellpose_ext,2486.9,2057.0,281,0.747,0.810,0.940
WT_2,1386,cellpose_ext,2490.7,2795.4,456,0.609,0.857,0.846
WT_2,1387,cellpose_ext,2488.1,1447.0,386,0.424,0.967,0.783
WT_2,1388,cellpose_ext,2501.3,2714.7,804,0.573,0.817,0.850
WT_2,1389,cellpose_ext,2494.7,1120.2,240,0.823,0.764,0.927
WT_2,1390,cellpose_ext,2499.4,1935.2,577,0.860,0.304,0.966
WT_2,1391,cellpose_ext,2500.0,1518.7,515,0.549,0.940,0.844
WT_2,1392,cellpose_ext,2500.1,1886.8,498,0.702,0.641,0.880
WT_2,1393,cellpose_ext,2504.2,689.1,383,0.448,0.966,0.768
WT_2,1394,cellpose_ext,2509.8,841.5,391,0.397,0.949,0.703
WT_2,1395,cellpose_ext,2500.7,1304.2,545,0.484,0.942,0.823
WT_2,1396,cellpose_ext,2495.4,1705.9,167,0.857,0.713,0.923
WT_2,1397,cellpose_ext,2510.8,1256.2,517,0.491,0.602,0.754
WT_2,1398,cellpose_ext,2526.9,1318.3,1738,0.413,0.664,0.836
WT_2,1399,cellpose_ext,2503.2,2077.0,116,0.848,0.849,0.935
WT_2,1400,cellpose_ext,2522.2,2769.3,611,0.411,0.981,0.819
WT_2,1401,cellpose_ext,2513.9,1181.4,584,0.486,0.218,0.745
WT_2,1402,cellpose_ext,2519.8,1430.0,534,0.343,0.974,0.642
WT_2,1403,cellpose_ext,2506.8,1784.5,344,0.791,0.696,0.925
WT_2,1404,cellpose_ext,2526.0,987.0,643,0.475,0.856,0.749
WT_2,1405,cellpose_ext,2520.0,1080.3,816,0.360,0.923,0.635
WT_2,1406,cellpose_ext,2514.7,496.1,248,0.780,0.778,0.861
WT_2,1407,cellpose_ext,2512.6,889.9,191,0.815,0.656,0.901
WT_2,1408,cellpose_ext,2521.9,1028.4,449,0.573,0.814,0.799
WT_2,1409,cellpose_ext,2525.2,2473.7,838,0.698,0.712,0.909
WT_2,1410,cellpose_ext,2520.9,1881.0,412,0.898,0.738,0.954
WT_2,1411,cellpose_ext,2529.7,2589.0,314,0.439,0.938,0.706
WT_2,1412,cellpose_ext,2522.0,2445.2,153,0.894,0.505,0.922
WT_2,1413,cellpose_ext,2534.3,1794.7,659,0.352,0.861,0.595
WT_2,1414,cellpose_ext,2543.2,2019.8,616,0.367,0.936,0.718
WT_2,1415,cellpose_ext,2540.7,2205.8,521,0.421,0.973,0.836
WT_2,1416,cellpose_ext,2526.4,2361.5,329,0.670,0.912,0.911
WT_2,1417,cellpose_ext,2547.4,547.4,680,0.432,0.932,0.783
WT_2,1418,cellpose_ext,2535.7,2532.3,339,0.716,0.805,0.876
WT_2,1419,cellpose_ext,2535.4,2653.8,318,0.796,0.577,0.922
WT_2,1420,cellpose_ext,2535.4,1440.4,181,0.867,0.841,0.938
WT_2,1421,cellpose_ext,2541.1,736.7,252,0.703,0.831,0.910
WT_2,1422,cellpose_ext,2541.7,1960.0,171,0.909,0.701,0.940
WT_2,1423,cellpose_ext,2546.7,2276.6,297,0.887,0.575,0.934
WT_2,1424,cellpose_ext,2543.3,2518.5,156,0.895,0.657,0.934
WT_2,1425,cellpose_ext,2548.5,2568.6,459,0.547,0.879,0.817
WT_2,1426,cellpose_ext,2559.0,1047.0,784,0.651,0.797,0.869
WT_2,1427,cellpose_ext,2544.2,2413.3,108,0.962,0.668,0.964
WT_2,1428,cellpose_ext,2556.1,714.1,333,0.660,0.861,0.867
WT_2,1429,cellpose_ext,2557.4,1945.9,268,0.772,0.830,0.934
WT_2,1430,cellpose_ext,2565.9,1292.4,642,0.391,0.943,0.694
WT_2,1431,cellpose_ext,2557.8,1509.2,459,0.516,0.777,0.743
WT_2,1432,cellpose_ext,2563.6,2646.9,526,0.646,0.712,0.836
WT_2,1433,cellpose_ext,2558.9,947.5,295,0.516,0.956,0.813
WT_2,1434,cellpose_ext,2563.2,2834.7,455,0.646,0.824,0.875
WT_2,1435,cellpose_ext,2557.9,2937.0,346,0.883,0.770,0.958
WT_2,1436,cellpose_ext,2575.3,2391.5,601,0.540,0.652,0.817
WT_2,1437,cellpose_ext,2575.0,585.0,576,0.618,0.822,0.869
WT_2,1438,cellpose_ext,2580.8,1687.8,1173,0.514,0.771,0.812
WT_2,1439,cellpose_ext,2573.7,505.8,539,0.646,0.802,0.858
WT_2,1440,cellpose_ext,2573.1,2861.5,522,0.444,0.760,0.751
WT_2,1441,cellpose_ext,2567.8,1765.0,184,0.662,0.938,0.915
WT_2,1442,cellpose_ext,2573.0,2257.7,310,0.796,0.522,0.896
WT_2,1443,cellpose_ext,2571.4,2598.4,44,0.463,0.983,0.543
WT_2,1444,cellpose_ext,2579.3,1944.6,332,0.849,0.709,0.954
WT_2,1445,cellpose_ext,2573.2,2126.7,166,0.970,0.666,0.954
WT_2,1446,cellpose_ext,2580.0,2826.3,235,0.862,0.777,0.948
WT_2,1447,cellpose_ext,2597.8,773.6,494,0.352,0.975,0.677
WT_2,1448,cellpose_ext,2605.2,2491.0,998,0.529,0.942,0.880
WT_2,1449,cellpose_ext,2607.8,1271.0,652,0.410,0.921,0.720
WT_2,1450,cellpose_ext,2596.5,1371.7,386,0.494,0.855,0.741
WT_2,1451,cellpose_ext,2593.8,997.3,455,0.798,0.654,0.930
WT_2,1452,cellpose_ext,2622.6,1429.8,560,0.224,0.994,0.729
WT_2,1453,cellpose_ext,2594.8,1475.5,213,0.562,0.955,0.887
WT_2,1454,cellpose_ext,2599.4,2651.8,340,0.561,0.921,0.798
WT_2,1455,cellpose_ext,2597.7,2745.8,433,0.779,0.733,0.929
WT_2,1456,cellpose_ext,2596.5,905.8,404,0.634,0.668,0.845
WT_2,1457,cellpose_ext,2603.7,1608.2,459,0.512,0.952,0.866
WT_2,1458,cellpose_ext,2605.9,1306.0,834,0.626,0.744,0.829
WT_2,1459,cellpose_ext,2605.2,526.2,671,0.536,0.898,0.822
WT_2,1460,cellpose_ext,2597.9,2711.1,434,0.499,0.953,0.822
WT_2,1461,cellpose_ext,2598.1,467.5,207,0.814,0.697,0.932
WT_2,1462,cellpose_ext,2600.4,2857.8,359,0.820,0.761,0.930
WT_2,1463,cellpose_ext,2611.7,1150.1,592,0.316,0.904,0.552
WT_2,1464,cellpose_ext,2606.4,1574.4,352,0.506,0.948,0.805
WT_2,1465,cellpose_ext,2613.8,1630.0,416,0.475,0.932,0.743
WT_2,1466,cellpose_ext,2620.5,478.1,755,0.595,0.852,0.825
WT_2,1467,cellpose_ext,2618.8,549.6,801,0.665,0.787,0.861
WT_2,1468,cellpose_ext,2620.5,1251.0,510,0.811,0.475,0.922
WT_2,1469,cellpose_ext,2617.2,2284.7,410,0.509,0.887,0.748
WT_2,1470,cellpose_ext,2612.1,2961.7,141,0.845,0.840,0.934
WT_2,1471,cellpose_ext,2629.4,1989.0,591,0.347,0.921,0.613
WT_2,1472,cellpose_ext,2622.2,2164.4,369,0.675,0.759,0.870
WT_2,1473,cellpose_ext,2625.4,772.8,331,0.670,0.871,0.876
WT_2,1474,cellpose_ext,2628.2,1872.7,930,0.658,0.537,0.879
WT_2,1475,cellpose_ext,2628.5,2095.6,435,0.652,0.845,0.846
WT_2,1476,cellpose_ext,2646.9,2228.8,1057,0.470,0.875,0.785
WT_2,1477,cellpose_ext,2624.4,1087.6,419,0.703,0.777,0.903
WT_2,1478,cellpose_ext,2631.3,2641.7,498,0.761,0.800,0.902
WT_2,1479,cellpose_ext,2625.4,1467.7,198,0.871,0.784,0.938
WT_2,1480,cellpose_ext,2629.1,1797.7,417,0.547,0.813,0.803
WT_2,1481,cellpose_ext,2631.7,2902.6,296,0.743,0.892,0.919
WT_2,1482,cellpose_ext,2638.2,1241.4,446,0.756,0.787,0.918
WT_2,1483,cellpose_ext,2644.9,2731.7,741,0.723,0.816,0.927
WT_2,1484,cellpose_ext,2643.4,2590.8,598,0.636,0.637,0.846
WT_2,1485,cellpose_ext,2645.8,885.6,819,0.761,0.731,0.912
WT_2,1486,cellpose_ext,2645.6,1836.7,450,0.655,0.892,0.884
WT_2,1487,cellpose_ext,2643.3,904.6,402,0.600,0.944,0.944
WT_2,1488,cellpose_ext,2635.8,2482.0,157,1.001,0.624,0.969
WT_2,1489,cellpose_ext,2654.5,1894.2,874,0.675,0.691,0.859
WT_2,1490,cellpose_ext,2643.6,2657.3,173,0.892,0.323,0.940
WT_2,1491,cellpose_ext,2652.2,1480.6,416,0.510,0.733,0.742
WT_2,1492,cellpose_ext,2649.2,1160.1,427,0.455,0.833,0.725
WT_2,1493,cellpose_ext,2655.9,1781.9,660,0.393,0.653,0.661
WT_2,1494,cellpose_ext,2658.1,2630.2,858,0.431,0.820,0.666
WT_2,1495,cellpose_ext,2653.3,2676.5,447,0.548,0.790,0.784
WT_2,1496,cellpose_ext,2660.1,1520.3,542,0.366,0.961,0.721
WT_2,1497,cellpose_ext,2652.2,591.6,208,0.694,0.856,0.916
WT_2,1498,cellpose_ext,2658.2,1856.1,377,0.804,0.686,0.908
WT_2,1499,cellpose_ext,2665.0,1112.9,304,0.533,0.922,0.796
WT_2,1500,cellpose_ext,2660.5,1236.5,388,0.906,0.537,0.946
WT_2,1501,cellpose_ext,2677.3,2139.7,450,0.511,0.818,0.734
WT_2,1502,cellpose_ext,2667.1,823.1,250,0.899,0.559,0.951
WT_2,1503,cellpose_ext,2678.4,1437.6,381,0.598,0.945,0.890
WT_2,1504,cellpose_ext,2676.9,1973.5,339,0.500,0.829,0.724
WT_2,1505,cellpose_ext,2668.9,1550.0,220,0.880,0.665,0.940
WT_2,1506,cellpose_ext,2673.4,2691.1,450,0.451,0.919,0.725
WT_2,1507,cellpose_ext,2676.6,1286.4,249,0.668,0.849,0.856
WT_2,1508,cellpose_ext,2679.6,1863.5,293,0.733,0.879,0.921
WT_2,1509,cellpose_ext,2681.3,2165.0,505,0.685,0.372,0.863
WT_2,1510,cellpose_ext,2683.5,514.5,691,0.573,0.437,0.795
WT_2,1511,cellpose_ext,2683.5,542.6,320,0.528,0.929,0.842
WT_2,1512,cellpose_ext,2683.1,1807.2,570,0.661,0.264,0.841
WT_2,1513,cellpose_ext,2682.7,821.0,376,0.630,0.890,0.851
WT_2,1514,cellpose_ext,2695.5,2182.3,619,0.573,0.787,0.829
WT_2,1515,cellpose_ext,2687.8,2707.2,374,0.481,0.960,0.813
WT_2,1516,cellpose_ext,2696.3,2788.7,539,0.514,0.927,0.822
WT_2,1517,cellpose_ext,2701.0,712.7,1042,0.676,0.783,0.905
WT_2,1518,cellpose_ext,2699.1,1367.7,476,0.282,0.983,0.636
WT_2,1519,cellpose_ext,2696.9,2842.1,686,0.338,0.936,0.632
WT_2,1520,cellpose_ext,2698.8,2079.4,336,0.518,0.644,0.765
WT_2,1521,cellpose_ext,2703.9,1887.1,319,0.590,0.775,0.896
WT_2,1522,cellpose_ext,2708.6,674.0,793,0.800,0.446,0.916
WT_2,1523,cellpose_ext,2710.6,1226.0,526,0.788,0.648,0.929
WT_2,1524,cellpose_ext,2706.3,1782.3,489,0.454,0.935,0.774
WT_2,1525,cellpose_ext,2716.6,2595.4,432,0.366,0.805,0.646
WT_2,1526,cellpose_ext,2709.4,1245.9,237,0.695,0.870,0.862
WT_2,1527,cellpose_ext,2725.7,1320.6,589,0.337,0.977,0.672
WT_2,1528,cellpose_ext,2711.4,1670.6,416,0.511,0.904,0.768
WT_2,1529,cellpose_ext,2714.3,629.6,326,0.589,0.914,0.801
WT_2,1530,cellpose_ext,2728.7,2095.1,529,0.323,0.933,0.583
WT_2,1531,cellpose_ext,2714.9,1748.0,94,1.087,0.295,0.969
WT_2,1532,cellpose_ext,2726.6,2681.4,369,0.493,0.952,0.806
WT_2,1533,cellpose_ext,2720.7,1107.1,492,0.724,0.792,0.898
WT_2,1534,cellpose_ext,2729.3,2490.5,729,0.276,0.973,0.631
WT_2,1535,cellpose_ext,2726.4,1826.2,258,0.635,0.926,0.884
WT_2,1536,cellpose_ext,2722.0,1985.9,252,0.761,0.752,0.884
WT_2,1537,cellpose_ext,2734.6,517.3,630,0.610,0.739,0.830
WT_2,1538,cellpose_ext,2731.6,794.9,412,0.700,0.882,0.922
WT_2,1539,cellpose_ext,2730.8,991.5,359,0.629,0.918,0.882
WT_2,1540,cellpose_ext,2751.0,1201.5,498,0.222,0.929,0.454
WT_2,1541,cellpose_ext,2740.5,671.0,1187,0.738,0.647,0.923
WT_2,1542,cellpose_ext,2747.3,1233.7,652,0.395,0.973,0.799
WT_2,1543,cellpose_ext,2737.6,552.7,474,0.575,0.926,0.837
WT_2,1544,cellpose_ext,2742.2,1384.2,310,0.420,0.960,0.675
WT_2,1545,cellpose_ext,2741.9,1731.8,999,0.547,0.769,0.842
WT_2,1546,cellpose_ext,2748.6,2324.3,646,0.381,0.737,0.683
WT_2,1547,cellpose_ext,2739.6,2732.1,826,0.665,0.808,0.906
WT_2,1548,cellpose_ext,2740.8,2601.4,183,0.915,0.332,0.948
WT_2,1549,cellpose_ext,2745.3,1822.3,445,0.485,0.914,0.826
WT_2,1550,cellpose_ext,2749.5,2781.2,705,0.607,0.926,0.899
WT_2,1551,cellpose_ext,2761.6,528.4,797,0.639,0.700,0.908
WT_2,1552,cellpose_ext,2754.3,1093.9,412,0.534,0.855,0.789
WT_2,1553,cellpose_ext,2762.5,2026.7,516,0.349,0.942,0.643
WT_2,1554,cellpose_ext,2751.0,2653.9,512,0.658,0.848,0.900
WT_2,1555,cellpose_ext,2750.9,827.1,139,0.901,0.646,0.933
WT_2,1556,cellpose_ext,2756.8,1864.6,668,0.697,0.650,0.879
WT_2,1557,cellpose_ext,2754.2,753.6,353,0.575,0.892,0.823
WT_2,1558,cellpose_ext,2761.9,1982.8,335,0.481,0.703,0.702
WT_2,1559,cellpose_ext,2754.9,1414.2,324,0.507,0.961,0.842
WT_2,1560,cellpose_ext,2780.1,2190.9,730,0.341,0.897,0.639
WT_2,1561,cellpose_ext,2765.4,1310.1,213,0.757,0.743,0.887
WT_2,1562,cellpose_ext,2769.3,1844.0,304,0.830,0.521,0.941
WT_2,1563,cellpose_ext,2778.9,2529.4,454,0.237,0.951,0.493
WT_2,1564,cellpose_ext,2764.6,2757.7,168,0.824,0.854,0.939
WT_2,1565,cellpose_ext,2779.1,652.8,644,0.317,0.785,0.596
WT_2,1566,cellpose_ext,2779.9,557.7,602,0.582,0.832,0.834
WT_2,1567,cellpose_ext,2786.0,1348.7,533,0.421,0.803,0.731
WT_2,1568,cellpose_ext,2781.4,2750.7,211,0.957,0.623,0.955
WT_2,1569,cellpose_ext,2795.1,2592.2,626,0.534,0.873,0.766
WT_2,1570,cellpose_ext,2794.1,1046.4,272,0.639,0.870,0.850
WT_2,1571,cellpose_ext,2789.8,1096.5,393,0.522,0.840,0.760
WT_2,1572,cellpose_ext,2800.8,2380.2,698,0.416,0.951,0.836
WT_2,1573,cellpose_ext,2798.1,1433.3,519,0.619,0.792,0.841
WT_2,1574,cellpose_ext,2786.1,1798.3,101,0.788,0.905,0.927
WT_2,1575,cellpose_ext,2791.9,1905.8,235,0.932,0.668,0.955
WT_2,1576,cellpose_ext,2810.8,2308.7,578,0.314,0.795,0.586
WT_2,1577,cellpose_ext,2793.8,1766.5,177,0.941,0.477,0.967
WT_2,1578,cellpose_ext,2807.1,2779.1,637,0.496,0.913,0.806
WT_2,1579,cellpose_ext,2809.2,1059.1,549,0.457,0.865,0.728
WT_2,1580,cellpose_ext,2803.3,2686.0,279,0.547,0.951,0.835
WT_2,1581,cellpose_ext,2803.9,759.1,451,0.735,0.889,0.919
WT_2,1582,cellpose_ext,2813.0,1364.4,419,0.451,0.955,0.825
WT_2,1583,cellpose_ext,2806.8,1533.1,354,0.682,0.880,0.872
WT_2,1584,cellpose_ext,2798.2,2757.0,127,1.020,0.697,0.992
WT_2,1585,cellpose_ext,2810.2,1997.7,417,0.780,0.819,0.931
WT_2,1586,cellpose_ext,2805.8,860.0,512,0.737,0.818,0.921
WT_2,1587,cellpose_ext,2809.0,931.4,515,0.646,0.813,0.846
WT_2,1588,cellpose_ext,2813.4,717.8,455,0.690,0.840,0.878
WT_2,1589,cellpose_ext,2810.7,2802.6,131,0.657,0.911,0.868
WT_2,1590,cellpose_ext,2812.7,2541.1,341,0.653,0.886,0.863
WT_2,1591,cellpose_ext,2818.7,1452.1,459,0.738,0.744,0.918
WT_2,1592,cellpose_ext,2814.4,1578.4,189,0.659,0.913,0.883
WT_2,1593,cellpose_ext,2834.7,2056.6,711,0.388,0.959,0.749
WT_2,1594,cellpose_ext,2821.6,1608.2,515,0.768,0.683,0.931
WT_2,1595,cellpose_ext,2827.6,1192.0,300,0.393,0.979,0.843
WT_2,1596,cellpose_ext,2824.3,2759.1,412,0.704,0.882,0.947
WT_2,1597,cellpose_ext,2833.2,706.8,682,0.480,0.674,0.749
WT_2,1598,cellpose_ext,2830.8,2717.1,577,0.556,0.919,0.845
WT_2,1599,cellpose_ext,2824.9,1543.7,400,0.608,0.923,0.887
WT_2,1600,cellpose_ext,2827.8,2204.4,244,0.573,0.763,0.782
WT_2,1601,cellpose_ext,2823.8,1514.8,118,0.849,0.818,0.922
WT_2,1602,cellpose_ext,2836.1,1018.0,621,0.756,0.564,0.917
WT_2,1603,cellpose_ext,2837.8,1653.2,1098,0.799,0.742,0.948
WT_2,1604,cellpose_ext,2851.6,1801.1,979,0.302,0.936,0.638
WT_2,1605,cellpose_ext,2836.6,2494.5,421,0.830,0.778,0.925
WT_2,1606,cellpose_ext,2834.0,2742.5,202,0.712,0.914,0.940
WT_2,1607,cellpose_ext,2850.5,644.5,869,0.423,0.894,0.691
WT_2,1608,cellpose_ext,2838.0,1600.0,389,0.689,0.812,0.900
WT_2,1609,cellpose_ext,2851.4,2001.3,702,0.397,0.937,0.690
WT_2,1610,cellpose_ext,2845.7,1228.2,382,0.589,0.924,0.872
WT_2,1611,cellpose_ext,2848.8,1618.6,646,0.769,0.722,0.940
WT_2,1612,cellpose_ext,2845.4,502.2,238,0.906,0.441,0.948
WT_2,1613,cellpose_ext,2848.4,818.7,310,0.765,0.837,0.909
WT_2,1614,cellpose_ext,2849.2,2452.0,235,0.822,0.823,0.933
WT_2,1615,cellpose_ext,2849.2,2203.4,271,0.522,0.945,0.797
WT_2,1616,cellpose_ext,2854.7,1172.4,464,0.498,0.871,0.720
WT_2,1617,cellpose_ext,2855.9,1871.4,249,0.702,0.930,0.940
WT_2,1618,cellpose_ext,2862.4,1637.4,440,0.684,0.531,0.841
WT_2,1619,cellpose_ext,2852.9,1933.2,136,0.723,0.923,0.901
WT_2,1620,cellpose_ext,2858.4,2695.3,261,0.713,0.760,0.867
WT_2,1621,cellpose_ext,2868.6,2627.8,603,0.388,0.974,0.776
WT_2,1622,cellpose_ext,2856.2,762.1,226,0.639,0.921,0.869
WT_2,1623,cellpose_ext,2866.0,2674.0,413,0.724,0.832,0.894
WT_2,1624,cellpose_ext,2864.3,897.7,367,0.810,0.678,0.929
WT_2,1625,cellpose_ext,2868.8,672.2,433,0.395,0.871,0.673
WT_2,1626,cellpose_ext,2867.8,1559.9,237,0.715,0.907,0.919
WT_2,1627,cellpose_ext,2873.9,817.5,362,0.585,0.894,0.870
WT_2,1628,cellpose_ext,2874.9,2279.7,403,0.550,0.957,0.869
WT_2,1629,cellpose_ext,2868.2,1314.5,363,0.849,0.376,0.926
WT_2,1630,cellpose_ext,2865.2,1401.2,233,0.822,0.738,0.917
WT_2,1631,cellpose_ext,2872.8,1652.3,276,0.709,0.785,0.863
WT_2,1632,cellpose_ext,2865.4,1659.6,103,0.947,0.604,0.936
WT_2,1633,cellpose_ext,2875.0,1286.4,562,0.573,0.863,0.878
WT_2,1634,cellpose_ext,2872.3,715.6,204,0.639,0.924,0.915
WT_2,1635,cellpose_ext,2884.2,1046.5,597,0.505,0.944,0.826
WT_2,1636,cellpose_ext,2874.0,1333.4,241,0.899,0.579,0.931
WT_2,1637,cellpose_ext,2888.0,2567.6,552,0.518,0.716,0.735
WT_2,1638,cellpose_ext,2875.7,838.9,233,0.645,0.908,0.844
WT_2,1639,cellpose_ext,2880.5,1630.7,383,0.496,0.690,0.774
WT_2,1640,cellpose_ext,2891.1,571.2,895,0.559,0.729,0.803
WT_2,1641,cellpose_ext,2883.5,948.8,687,0.336,0.972,0.703
WT_2,1642,cellpose_ext,2879.2,1958.8,310,0.619,0.859,0.868
