image,cell_id,cy,cx,area_px,circularity,eccentricity,solidity,process_count
WT_2,737,1551.2,2988.4,1573,0.654,0.608,0.886,0
WT_2,738,1555.0,1178.1,1540,0.476,0.817,0.828,0
WT_2,739,1544.2,1072.7,622,0.803,0.370,0.940,0
WT_2,740,1548.8,2669.8,560,0.474,0.965,0.866,3
WT_2,741,1551.9,669.7,847,0.242,0.966,0.549,2
WT_2,742,1551.1,939.4,527,0.791,0.653,0.920,1
WT_2,743,1547.0,2527.4,355,0.803,0.829,0.942,0
WT_2,744,1544.2,2562.0,375,0.483,0.973,0.912,1
WT_2,745,1565.9,1522.1,1163,0.538,0.607,0.814,0
WT_2,746,1549.5,2595.8,263,0.852,0.748,0.933,3
WT_2,747,1558.1,2732.5,531,0.526,0.773,0.790,2
WT_2,748,1548.9,12.8,179,0.596,0.875,0.806,0
WT_2,749,1561.2,901.9,416,0.893,0.707,0.956,0
WT_2,750,1562.3,2823.0,246,0.929,0.730,0.961,1
WT_2,751,1564.3,2777.1,449,0.481,0.942,0.831,2
WT_2,752,1563.1,2900.4,174,0.611,0.942,0.897,1
WT_2,753,1580.1,2391.4,342,0.553,0.889,0.822,1
WT_2,754,1577.6,2303.3,562,0.363,0.964,0.701,0
WT_2,755,1589.9,1245.2,945,0.685,0.817,0.889,0
WT_2,756,1573.2,1396.7,239,0.798,0.755,0.912,0
WT_2,757,1575.5,2222.0,364,0.660,0.892,0.917,1
WT_2,758,1585.2,980.8,659,0.618,0.887,0.856,2
WT_2,759,1578.6,862.3,275,0.690,0.902,0.896,1
WT_2,760,1571.0,2121.0,75,1.037,0.675,0.938,0
WT_2,761,1579.3,2686.0,325,0.889,0.507,0.950,0
WT_2,762,1581.2,892.3,371,0.866,0.728,0.954,2
WT_2,763,1583.2,439.1,372,0.454,0.770,0.731,0
WT_2,764,1588.1,2659.7,457,0.715,0.863,0.912,0
WT_2,765,1590.2,1219.3,358,0.539,0.929,0.852,1
WT_2,766,1582.5,279.3,283,0.489,0.962,0.786,1
WT_2,767,1580.5,2714.5,203,0.855,0.829,0.953,0
WT_2,768,1583.4,2520.3,341,0.647,0.859,0.870,1
WT_2,769,1592.0,590.5,303,0.639,0.817,0.835,1
WT_2,770,1594.1,531.0,578,0.590,0.793,0.830,0
WT_2,771,1587.2,2283.1,172,0.863,0.842,0.961,0
WT_2,772,1595.8,1159.2,547,0.329,0.935,0.667,1
WT_2,773,1606.6,60.1,668,0.449,0.854,0.692,1
WT_2,774,1600.8,1371.0,274,0.515,0.942,0.811,0
WT_2,775,1602.7,1629.2,414,0.647,0.930,0.908,0
WT_2,776,1596.5,2189.2,336,0.672,0.786,0.851,0
WT_2,777,1596.8,2909.7,473,0.478,0.888,0.727,0
WT_2,778,1599.6,2467.1,354,0.551,0.823,0.783,0
WT_2,779,1597.2,2236.8,258,0.858,0.517,0.942,0
WT_2,780,1600.2,2565.2,442,0.760,0.500,0.900,0
WT_2,781,1599.2,154.1,577,0.387,0.967,0.810,1
WT_2,782,1611.7,1398.1,529,0.404,0.913,0.673,0
WT_2,783,1608.1,2681.2,541,0.589,0.685,0.805,0
WT_2,784,1605.9,427.3,391,0.653,0.677,0.844,1
WT_2,785,1611.5,207.2,777,0.288,0.918,0.569,0
WT_2,786,1614.8,271.8,417,0.517,0.883,0.774,0
WT_2,787,1619.2,997.2,670,0.673,0.815,0.897,0
WT_2,788,1611.3,1983.3,189,0.927,0.722,0.955,0
WT_2,789,1614.1,1221.1,409,0.525,0.943,0.850,1
WT_2,790,1630.4,2281.2,436,0.526,0.871,0.821,0
WT_2,791,1635.8,632.2,864,0.255,0.956,0.544,0
WT_2,792,1628.0,1274.8,400,0.448,0.971,0.763,1
WT_2,793,1625.5,747.5,424,0.477,0.923,0.760,1
WT_2,794,1634.1,1616.7,325,0.656,0.688,0.853,0
WT_2,795,1650.6,1508.9,738,0.393,0.952,0.729,0
WT_2,796,1633.7,1640.2,449,0.539,0.945,0.865,0
WT_2,797,1631.8,2306.6,379,0.633,0.891,0.879,1
WT_2,798,1642.5,119.5,888,0.529,0.663,0.838,0
WT_2,799,1628.7,2185.9,123,0.851,0.882,0.953,0
WT_2,800,1637.4,2119.1,285,0.851,0.519,0.925,1
WT_2,801,1638.6,2137.3,352,0.847,0.643,0.929,0
WT_2,802,1659.0,233.1,544,0.318,0.969,0.612,0
WT_2,803,1648.5,2340.8,440,0.652,0.899,0.891,0
WT_2,804,1637.9,2401.8,242,0.592,0.945,0.840,0
WT_2,805,1651.4,743.8,712,0.388,0.957,0.688,1
WT_2,806,1644.6,912.9,208,0.785,0.841,0.908,0
WT_2,807,1645.8,1426.8,154,0.932,0.674,0.945,2
WT_2,808,1652.3,2433.2,280,0.588,0.847,0.821,1
WT_2,809,1653.6,417.5,284,0.711,0.876,0.922,0
WT_2,810,1656.1,64.6,534,0.681,0.801,0.878,2
WT_2,811,1654.0,2150.4,179,0.797,0.850,0.923,0
WT_2,812,1652.0,2163.7,158,0.904,0.731,0.935,0
WT_2,813,1665.0,2517.0,635,0.350,0.858,0.639,0
WT_2,814,1652.5,2884.4,378,0.829,0.814,0.955,1
WT_2,815,1662.0,1728.3,570,0.570,0.898,0.821,1
WT_2,816,1657.8,2553.6,185,0.656,0.631,0.833,0
WT_2,817,1659.9,316.0,191,0.851,0.766,0.932,0
WT_2,818,1665.4,37.1,373,0.767,0.850,0.940,0
WT_2,819,1676.0,1425.5,468,0.431,0.928,0.732,0
WT_2,820,1664.7,2863.7,360,0.889,0.745,0.952,0
WT_2,821,1662.4,2283.7,249,0.940,0.733,0.973,0
WT_2,822,1670.4,103.3,724,0.695,0.782,0.885,0
WT_2,823,1670.4,1971.4,228,0.767,0.684,0.927,0
WT_2,824,1671.6,2793.8,419,0.634,0.827,0.853,1
WT_2,825,1678.3,462.6,796,0.458,0.680,0.696,0
WT_2,826,1675.4,494.2,582,0.522,0.535,0.791,0
WT_2,827,1678.0,199.0,478,0.789,0.765,0.935,0
WT_2,828,1674.1,2142.8,250,0.717,0.900,0.933,0
WT_2,829,1681.9,2219.6,485,0.449,0.963,0.806,0
WT_2,830,1678.2,2393.5,762,0.775,0.789,0.929,0
WT_2,831,1672.6,2745.3,323,0.816,0.782,0.956,0
WT_2,832,1681.2,881.0,258,0.757,0.869,0.912,1
WT_2,833,1691.1,2835.3,896,0.809,0.747,0.945,0
WT_2,834,1686.8,2936.5,339,0.606,0.873,0.858,4
WT_2,835,1687.8,2317.8,519,0.841,0.440,0.945,0
WT_2,836,1696.3,1978.5,451,0.447,0.947,0.710,2
WT_2,837,1693.5,3002.1,559,0.641,0.593,0.876,1
WT_2,838,1687.0,2603.7,180,0.934,0.489,0.942,0
WT_2,839,1686.0,1366.9,223,0.643,0.940,0.907,0
WT_2,840,1695.4,2080.1,403,0.582,0.889,0.870,0
WT_2,841,1688.4,2517.5,172,0.872,0.790,0.935,0
WT_2,842,1704.4,1346.5,566,0.391,0.866,0.653,2
WT_2,843,1698.1,1780.6,305,0.591,0.948,0.884,1
WT_2,844,1696.7,1074.0,173,0.829,0.826,0.915,0
WT_2,845,1709.8,1441.8,803,0.472,0.867,0.803,0
WT_2,846,1704.8,2696.2,629,0.789,0.715,0.912,0
WT_2,847,1699.6,194.0,133,0.772,0.905,0.943,1
WT_2,848,1710.9,1130.3,368,0.567,0.957,0.918,1
WT_2,849,1705.0,2345.2,433,0.859,0.697,0.950,0
WT_2,850,1712.1,2979.7,390,0.582,0.865,0.826,1
WT_2,851,1717.0,314.5,524,0.481,0.897,0.739,1
WT_2,852,1708.3,991.8,228,0.827,0.849,0.950,1
WT_2,853,1719.2,2094.9,288,0.344,0.982,0.740,0
WT_2,854,1704.1,2924.3,271,0.594,0.931,0.894,0
WT_2,855,1716.0,2027.0,472,0.365,0.956,0.695,0
WT_2,856,1714.6,2491.0,326,0.652,0.752,0.832,0
WT_2,857,1710.1,2329.0,298,0.822,0.703,0.937,0
WT_2,858,1721.8,2367.5,857,0.632,0.718,0.852,3
WT_2,859,1709.5,26.6,450,0.513,0.965,0.904,1
WT_2,860,1712.5,60.4,232,0.738,0.880,0.921,0
WT_2,861,1717.0,2677.4,261,0.741,0.842,0.929,0
WT_2,862,1724.8,1186.4,371,0.393,0.984,0.861,1
WT_2,863,1724.9,916.7,255,0.628,0.921,0.882,0
WT_2,864,1734.4,154.8,1291,0.589,0.741,0.878,0
WT_2,865,1726.2,18.8,244,0.461,0.972,0.830,0
WT_2,866,1722.9,85.9,279,0.638,0.897,0.869,0
WT_2,867,1730.4,2548.0,302,0.812,0.862,0.956,0
WT_2,868,1736.2,1093.2,390,0.504,0.938,0.744,2
WT_2,869,1733.6,821.2,1079,0.258,0.919,0.542,1
WT_2,870,1730.5,714.7,375,0.611,0.869,0.850,2
WT_2,871,1732.0,1901.5,422,0.532,0.721,0.793,0
WT_2,872,1754.3,431.0,1684,0.506,0.853,0.867,0
WT_2,873,1738.7,2473.9,459,0.570,0.673,0.773,0
WT_2,874,1744.0,2680.7,511,0.806,0.712,0.922,0
WT_2,875,1745.4,508.9,737,0.764,0.669,0.942,0
WT_2,876,1753.2,2148.4,380,0.391,0.955,0.708,0
WT_2,877,1740.5,2530.6,173,0.576,0.641,0.776,0
WT_2,878,1754.6,2653.0,321,0.463,0.970,0.817,1
WT_2,879,1743.4,1961.6,118,0.994,0.772,0.992,0
WT_2,880,1767.0,2810.0,783,0.302,0.945,0.598,3
WT_2,881,1751.9,2994.8,368,0.613,0.769,0.846,4
WT_2,882,1755.3,295.3,207,0.603,0.940,0.873,2
WT_2,883,1760.8,1149.9,403,0.415,0.965,0.739,0
WT_2,884,1759.3,1173.1,885,0.419,0.794,0.671,0
WT_2,885,1754.9,2230.8,412,0.502,0.954,0.843,2
WT_2,886,1765.8,2881.3,581,0.423,0.921,0.692,0
WT_2,887,1757.2,2280.8,266,0.590,0.935,0.881,0
WT_2,888,1754.3,1212.9,244,0.563,0.920,0.830,0
WT_2,889,1771.7,1240.0,1022,0.695,0.636,0.904,0
WT_2,890,1760.2,80.9,256,0.562,0.946,0.823,1
WT_2,891,1760.4,1050.1,229,0.575,0.886,0.795,0
WT_2,892,1770.2,929.7,819,0.827,0.440,0.936,0
WT_2,893,1771.4,96.7,318,0.654,0.836,0.876,0
WT_2,894,1774.5,2191.0,406,0.464,0.961,0.849,0
WT_2,895,1762.8,2552.2,119,0.917,0.687,0.937,0
WT_2,896,1772.2,2581.5,456,0.548,0.930,0.801,0
WT_2,897,1771.4,1615.2,346,0.543,0.922,0.826,1
WT_2,898,1774.3,2971.9,496,0.739,0.692,0.889,1
WT_2,899,1776.8,1076.7,437,0.457,0.848,0.705,0
WT_2,900,1771.7,743.0,169,0.889,0.806,0.939,0
WT_2,901,1777.7,2262.1,363,0.735,0.795,0.921,0
WT_2,902,1777.0,1195.8,289,0.557,0.876,0.794,0
WT_2,903,1773.3,2721.0,290,0.618,0.919,0.836,0
WT_2,904,1779.2,2026.7,356,0.937,0.545,0.967,0
WT_2,905,1782.0,905.2,314,0.659,0.641,0.828,2
WT_2,906,1782.1,2736.4,271,0.862,0.795,0.964,1
WT_2,907,1782.3,642.8,259,0.569,0.931,0.835,0
WT_2,908,1781.7,1898.3,218,0.604,0.854,0.835,0
WT_2,909,1780.7,2645.4,159,1.014,0.362,0.964,0
WT_2,910,1782.9,1861.3,448,0.371,0.980,0.750,0
WT_2,911,1794.1,512.5,752,0.749,0.520,0.910,2
WT_2,912,1785.0,2853.0,260,0.820,0.848,0.932,1
WT_2,913,1792.6,155.3,619,0.799,0.630,0.938,0
WT_2,914,1795.6,102.1,430,0.631,0.826,0.858,0
WT_2,915,1800.4,2053.9,496,0.465,0.970,0.890,0
WT_2,916,1792.7,1064.4,202,0.712,0.857,0.922,1
WT_2,917,1794.8,791.9,186,0.793,0.851,0.925,0
WT_2,918,1803.8,119.5,386,0.724,0.713,0.921,0
WT_2,919,1797.7,1877.3,157,0.770,0.888,0.929,0
WT_2,920,1816.6,975.7,622,0.702,0.809,0.935,0
WT_2,921,1804.1,2237.3,205,0.882,0.542,0.936,1
WT_2,922,1802.1,2704.2,212,0.893,0.771,0.964,1
WT_2,923,1807.3,246.1,373,0.774,0.730,0.899,0
WT_2,924,1819.5,925.0,564,0.546,0.938,0.884,0
WT_2,925,1814.5,2511.0,275,0.514,0.968,0.876,0
WT_2,926,1815.5,2954.8,462,0.744,0.806,0.945,2
WT_2,927,1818.6,235.6,260,0.763,0.733,0.903,0
WT_2,928,1820.0,2768.3,514,0.413,0.975,0.848,2
WT_2,929,1823.3,1292.5,386,0.796,0.472,0.919,0
WT_2,930,1823.4,1680.7,388,0.432,0.843,0.733,1
WT_2,931,1827.1,2242.4,342,0.471,0.782,0.704,0
WT_2,932,1829.1,178.3,313,0.599,0.933,0.907,2
WT_2,933,1829.0,752.8,292,0.709,0.841,0.874,1
WT_2,934,1844.7,666.6,445,0.319,0.969,0.622,1
WT_2,935,1843.3,1221.5,456,0.638,0.928,0.905,0
WT_2,936,1837.0,1445.7,361,0.497,0.944,0.822,1
WT_2,937,1845.9,1843.6,576,0.417,0.937,0.702,0
WT_2,938,1850.0,2742.1,544,0.432,0.850,0.684,0
WT_2,939,1848.3,1409.6,338,0.454,0.956,0.799,0
WT_2,940,1849.4,439.1,550,0.777,0.770,0.935,0
WT_2,941,1853.6,589.6,752,0.267,0.958,0.567,0
WT_2,942,1856.3,1144.1,822,0.680,0.541,0.874,0
WT_2,943,1851.2,2461.9,259,0.695,0.783,0.866,2
WT_2,944,1846.3,2890.6,254,0.772,0.851,0.941,2
WT_2,945,1853.5,700.8,410,0.671,0.823,0.880,0
WT_2,946,1849.2,1254.8,222,0.582,0.939,0.847,0
WT_2,947,1845.6,1990.7,206,0.753,0.887,0.928,0
WT_2,948,1854.8,1010.1,547,0.410,0.960,0.696,2
WT_2,949,1869.4,2355.3,606,0.437,0.939,0.830,1
WT_2,950,1866.8,2240.6,495,0.550,0.875,0.817,0
WT_2,951,1861.0,1343.7,262,0.478,0.963,0.832,0
WT_2,952,1873.0,2780.8,578,0.507,0.866,0.771,1
WT_2,953,1876.6,2553.2,611,0.381,0.891,0.633,0
WT_2,954,1870.1,2138.0,433,0.724,0.838,0.896,0
WT_2,955,1870.3,1854.7,255,0.476,0.865,0.718,0
WT_2,956,1870.9,2934.0,580,0.527,0.715,0.844,0
WT_2,957,1872.7,1034.2,211,0.590,0.935,0.841,0
WT_2,958,1870.9,2908.1,386,0.816,0.791,0.932,2
WT_2,959,1872.3,2693.2,322,0.730,0.574,0.897,0
WT_2,960,1884.8,405.6,432,0.551,0.950,0.878,0
WT_2,961,1888.1,503.3,646,0.491,0.932,0.841,2
WT_2,962,1875.0,1831.7,128,1.046,0.459,0.977,0
WT_2,963,1890.1,155.5,497,0.379,0.427,0.622,1
WT_2,964,1891.2,2165.0,1150,0.638,0.736,0.847,0
WT_2,965,1881.4,2641.9,200,0.755,0.734,0.858,0
WT_2,966,1891.0,1138.1,747,0.722,0.651,0.907,2
WT_2,967,1898.4,2415.6,604,0.395,0.925,0.679,2
WT_2,968,1896.3,1719.9,479,0.539,0.753,0.774,1
WT_2,969,1892.9,1822.4,777,0.468,0.839,0.708,0
WT_2,970,1897.8,1901.3,483,0.418,0.705,0.654,0
WT_2,971,1888.9,2627.7,272,0.905,0.780,0.958,1
WT_2,972,1890.6,477.4,577,0.546,0.894,0.798,0
WT_2,973,1888.5,1870.4,228,0.744,0.830,0.867,0
WT_2,974,1890.3,1100.1,532,0.705,0.807,0.872,0
WT_2,975,1895.1,799.0,448,0.641,0.888,0.877,0
WT_2,976,1898.1,460.2,521,0.785,0.803,0.952,0
WT_2,977,1895.0,1069.6,413,0.678,0.905,0.924,1
WT_2,978,1896.9,1373.0,260,0.570,0.821,0.788,0
WT_2,979,1895.5,2131.0,165,0.817,0.879,0.954,0
WT_2,980,1904.9,281.7,777,0.825,0.573,0.951,0
WT_2,981,1910.1,2925.3,1045,0.824,0.617,0.951,1
WT_2,982,1914.3,2844.1,505,0.451,0.782,0.710,2
WT_2,983,1917.3,1118.6,1251,0.689,0.546,0.894,0
WT_2,984,1910.4,1450.6,264,0.597,0.947,0.860,0
WT_2,985,1926.2,922.6,1080,0.760,0.635,0.927,0
WT_2,986,1922.8,799.3,687,0.415,0.971,0.864,1
WT_2,987,1921.2,1037.3,881,0.693,0.870,0.904,0
WT_2,988,1924.4,2778.7,816,0.709,0.790,0.882,0
WT_2,989,1918.8,1734.7,558,0.661,0.761,0.872,0
WT_2,990,1921.0,712.5,633,0.700,0.804,0.887,0
WT_2,991,1923.8,256.8,764,0.765,0.716,0.926,0
WT_2,992,1923.9,1471.1,304,0.656,0.910,0.849,1
WT_2,993,1929.4,655.5,396,0.568,0.934,0.841,0
WT_2,994,1925.5,278.4,281,0.733,0.763,0.915,0
WT_2,995,1922.4,2548.3,94,0.788,0.920,0.940,1
WT_2,996,1934.4,2262.8,783,0.725,0.673,0.895,0
WT_2,997,1933.2,2024.9,399,0.575,0.938,0.862,1
WT_2,998,1937.1,2092.6,386,0.351,0.953,0.692,0
WT_2,999,1943.0,562.8,488,0.409,0.909,0.696,3
WT_2,1000,1937.9,2496.1,479,0.470,0.805,0.736,1
WT_2,1001,1941.0,1315.3,285,0.464,0.865,0.720,0
WT_2,1002,1950.3,2326.9,351,0.297,0.985,0.664,0
WT_2,1003,1940.6,1034.4,370,0.836,0.697,0.930,0
WT_2,1004,1965.0,1170.6,1248,0.485,0.888,0.805,0
WT_2,1005,1949.2,1686.2,650,0.747,0.797,0.939,0
WT_2,1006,1943.7,1394.6,158,0.997,0.375,0.958,0
WT_2,1007,1958.2,2916.9,448,0.491,0.899,0.755,0
WT_2,1008,1948.1,1101.5,313,0.823,0.735,0.937,1
WT_2,1009,1963.8,827.0,533,0.580,0.896,0.819,2
WT_2,1010,1955.3,764.2,389,0.886,0.402,0.953,0
WT_2,1011,1968.9,1985.3,451,0.433,0.951,0.719,0
WT_2,1012,1959.3,510.1,235,0.882,0.736,0.951,0
WT_2,1013,1956.0,1020.2,398,0.549,0.959,0.907,1
WT_2,1014,1975.2,1196.9,1087,0.775,0.598,0.936,0
WT_2,1015,1972.8,2491.0,400,0.463,0.960,0.798,0
WT_2,1016,1975.8,1658.6,659,0.812,0.656,0.943,0
WT_2,1017,1974.2,264.0,443,0.855,0.671,0.953,2
WT_2,1018,1977.7,1594.0,657,0.832,0.767,0.956,0
WT_2,1019,1983.6,2149.6,474,0.690,0.890,0.917,0
WT_2,1020,1989.0,2950.2,550,0.486,0.953,0.883,1
WT_2,1021,1983.9,860.8,330,0.563,0.900,0.823,0
WT_2,1022,2000.3,2087.5,1325,0.566,0.880,0.837,0
WT_2,1023,1987.3,642.1,518,0.685,0.806,0.875,1
WT_2,1024,1990.2,798.9,672,0.630,0.784,0.863,0
WT_2,1025,1987.9,2811.3,327,0.730,0.857,0.916,1
WT_2,1026,1992.1,754.8,664,0.751,0.790,0.931,0
WT_2,1027,1988.8,1981.8,206,0.860,0.761,0.932,0
WT_2,1028,1996.3,1314.3,402,0.441,0.972,0.793,0
WT_2,1029,1996.6,1553.9,634,0.884,0.452,0.951,0
WT_2,1030,1998.5,1079.4,373,0.596,0.812,0.840,3
WT_2,1031,1996.2,1627.3,628,0.792,0.560,0.918,0
WT_2,1032,1993.9,2675.0,295,0.817,0.790,0.955,1
WT_2,1033,2007.2,682.9,896,0.614,0.856,0.842,0
WT_2,1034,2002.7,1699.6,932,0.833,0.540,0.949,0
WT_2,1035,2001.1,1588.0,858,0.778,0.238,0.931,0
WT_2,1036,1999.4,1662.1,716,0.796,0.612,0.946,0
WT_2,1037,1997.2,2726.2,248,0.885,0.713,0.939,1
WT_2,1038,2003.8,310.1,632,0.798,0.343,0.929,0
WT_2,1039,2011.8,1182.0,589,0.710,0.707,0.892,0
WT_2,1040,2005.3,2772.2,242,0.624,0.926,0.883,2
WT_2,1041,2016.7,620.7,533,0.841,0.665,0.952,0
WT_2,1042,2023.7,2009.7,689,0.666,0.803,0.888,0
WT_2,1043,2010.3,2162.6,319,0.506,0.961,0.835,1
WT_2,1044,2012.4,570.2,312,0.561,0.945,0.860,0
WT_2,1045,2025.5,946.2,675,0.343,0.918,0.619,2
WT_2,1046,2010.1,2474.2,207,0.683,0.930,0.932,0
WT_2,1047,2030.1,369.1,1052,0.435,0.915,0.804,0
WT_2,1048,2015.6,1607.0,422,0.853,0.721,0.942,0
WT_2,1049,2035.8,1555.4,1684,0.462,0.732,0.829,0
WT_2,1050,2014.2,1634.0,271,0.830,0.765,0.938,0
WT_2,1051,2020.7,2859.6,425,0.855,0.734,0.955,1
WT_2,1052,2035.2,333.3,1382,0.712,0.846,0.949,0
WT_2,1053,2028.6,728.4,819,0.448,0.895,0.758,0
WT_2,1054,2034.3,854.8,747,0.268,0.922,0.514,0
WT_2,1055,2033.8,802.3,403,0.636,0.891,0.857,0
WT_2,1056,2033.7,1798.4,263,0.636,0.880,0.871,1
WT_2,1057,2037.4,630.4,625,0.786,0.529,0.918,0
WT_2,1058,2036.0,2146.7,307,0.475,0.959,0.802,0
WT_2,1059,2048.7,2716.9,647,0.454,0.911,0.761,1
WT_2,1060,2040.4,2988.2,262,0.718,0.842,0.923,0
WT_2,1061,2036.0,2371.6,284,0.982,0.514,0.983,0
WT_2,1062,2049.9,1158.2,707,0.650,0.860,0.889,2
WT_2,1063,2039.9,1001.0,363,0.492,0.963,0.818,1
WT_2,1064,2052.3,1181.1,902,0.440,0.600,0.710,0
WT_2,1065,2044.1,1439.4,497,0.646,0.823,0.847,1
WT_2,1066,2041.6,826.0,285,0.746,0.706,0.872,1
WT_2,1067,2064.2,2535.8,595,0.337,0.979,0.705,1
WT_2,1068,2047.0,1298.7,282,0.755,0.814,0.919,1
WT_2,1069,2054.6,1665.6,330,0.589,0.941,0.914,0
WT_2,1070,2042.2,1899.1,220,0.634,0.942,0.905,1
WT_2,1071,2049.4,1592.5,270,0.934,0.296,0.947,0
WT_2,1072,2051.2,610.7,320,0.777,0.718,0.891,0
WT_2,1073,2054.5,654.5,413,0.665,0.808,0.864,0
WT_2,1074,2054.5,1524.4,398,0.789,0.747,0.939,0
WT_2,1075,2050.9,2405.5,288,0.716,0.588,0.862,2
WT_2,1076,2054.6,2974.1,266,0.590,0.916,0.858,0
WT_2,1077,2060.6,1833.8,583,0.457,0.915,0.786,1
WT_2,1078,2056.7,954.9,156,0.911,0.592,0.951,0
WT_2,1079,2062.7,276.4,410,0.797,0.608,0.905,1
WT_2,1080,2064.2,2063.4,397,0.733,0.758,0.902,1
WT_2,1081,2059.6,1562.0,235,0.877,0.692,0.948,0
WT_2,1082,2063.6,1399.8,278,0.918,0.486,0.949,3
WT_2,1083,2068.6,2391.5,235,0.620,0.938,0.883,0
WT_2,1084,2079.1,345.8,505,0.391,0.940,0.673,1
WT_2,1085,2077.1,1511.4,812,0.694,0.735,0.890,0
WT_2,1086,2072.4,976.3,353,0.594,0.797,0.804,1
WT_2,1087,2078.0,2669.4,480,0.633,0.660,0.828,1
WT_2,1088,2074.6,1381.0,212,0.648,0.791,0.825,0
WT_2,1089,2080.6,200.0,360,0.740,0.882,0.940,3
WT_2,1090,2087.4,1477.1,1673,0.728,0.650,0.898,0
WT_2,1091,2094.9,766.5,802,0.428,0.905,0.712,0
WT_2,1092,2080.0,2837.6,339,0.588,0.871,0.815,0
WT_2,1093,2090.5,1818.3,706,0.771,0.588,0.916,0
WT_2,1094,2086.0,2078.4,221,0.716,0.599,0.863,0
WT_2,1095,2084.9,2884.4,334,0.643,0.901,0.837,0
WT_2,1096,2088.4,1579.5,367,0.863,0.500,0.915,1
WT_2,1097,2084.3,2816.6,165,0.989,0.459,0.971,2
WT_2,1098,2097.4,558.3,518,0.512,0.719,0.802,1
WT_2,1099,2088.6,950.1,240,0.321,0.954,0.617,0
WT_2,1100,2091.6,2172.6,328,0.544,0.824,0.804,1
WT_2,1101,2098.4,2970.7,610,0.594,0.891,0.868,1
WT_2,1102,2100.2,1659.1,936,0.797,0.399,0.942,0
WT_2,1103,2105.4,594.5,854,0.653,0.567,0.860,1
WT_2,1104,2098.4,2670.8,266,0.811,0.581,0.927,0
WT_2,1105,2101.8,432.1,452,0.590,0.883,0.792,1
WT_2,1106,2104.2,865.9,457,0.719,0.784,0.900,0
WT_2,1107,2102.1,1405.7,423,0.663,0.699,0.900,0
WT_2,1108,2112.3,2504.1,317,0.492,0.960,0.807,0
WT_2,1109,2100.9,2751.1,160,0.925,0.611,0.947,0
WT_2,1110,2103.9,2891.7,202,0.785,0.872,0.927,0
WT_2,1111,2109.7,322.6,367,0.647,0.887,0.868,1
WT_2,1112,2112.4,1508.0,277,0.717,0.893,0.896,1
WT_2,1113,2113.5,1614.1,728,0.866,0.593,0.958,3
WT_2,1114,2110.8,2906.5,237,0.728,0.814,0.875,0
WT_2,1115,2122.7,720.5,644,0.499,0.908,0.761,1
WT_2,1116,2123.0,826.2,837,0.269,0.965,0.567,1
WT_2,1117,2123.4,1904.4,355,0.495,0.947,0.851,3
WT_2,1118,2124.1,2136.0,336,0.437,0.804,0.727,2
WT_2,1119,2120.5,497.5,215,0.671,0.938,0.919,1
WT_2,1120,2134.9,300.5,605,0.410,0.966,0.744,0
WT_2,1121,2130.8,346.0,928,0.624,0.671,0.830,0
WT_2,1122,2127.1,1959.8,538,0.783,0.840,0.939,0
WT_2,1123,2134.8,2360.8,1600,0.623,0.746,0.858,0
WT_2,1124,2132.5,1025.3,668,0.720,0.789,0.906,0
WT_2,1125,2134.9,1362.0,525,0.440,0.940,0.700,5
WT_2,1126,2124.4,2001.1,222,0.852,0.761,0.921,0
WT_2,1127,2136.0,712.4,299,0.588,0.952,0.923,1
WT_2,1128,2135.8,2747.5,682,0.540,0.255,0.771,1
WT_2,1129,2141.5,1301.4,1007,0.652,0.648,0.858,0
WT_2,1130,2132.2,195.5,164,0.775,0.876,0.906,1
WT_2,1131,2139.9,2670.0,333,0.331,0.878,0.488,0
WT_2,1132,2133.2,275.3,278,0.880,0.488,0.936,0
WT_2,1133,2129.0,2821.4,142,0.665,0.935,0.922,0
WT_2,1134,2135.9,319.9,139,0.677,0.923,0.891,1
WT_2,1135,2136.8,2720.0,284,0.694,0.653,0.877,0
WT_2,1136,2136.5,2514.5,362,0.582,0.891,0.823,1
WT_2,1137,2144.6,415.9,483,0.504,0.928,0.772,1
WT_2,1138,2151.9,1734.7,1279,0.785,0.507,0.931,0
WT_2,1139,2141.3,449.6,217,0.573,0.933,0.841,0
WT_2,1140,2141.4,2111.8,221,0.884,0.422,0.940,0
WT_2,1141,2152.5,218.9,558,0.758,0.818,0.912,1
WT_2,1142,2155.2,2008.5,382,0.552,0.938,0.886,0
WT_2,1143,2148.1,631.6,303,0.545,0.959,0.866,1
WT_2,1144,2156.5,389.3,463,0.673,0.863,0.899,4
WT_2,1145,2166.8,2038.1,339,0.554,0.949,0.919,0
WT_2,1146,2160.2,595.2,871,0.683,0.694,0.880,0
WT_2,1147,2163.6,968.8,329,0.381,0.974,0.715,0
WT_2,1148,2171.4,2567.7,691,0.383,0.882,0.683,0
WT_2,1149,2165.1,1127.6,313,0.485,0.856,0.721,0
WT_2,1150,2162.0,1390.8,460,0.905,0.412,0.966,1
WT_2,1151,2163.2,1984.9,228,0.449,0.908,0.731,0
WT_2,1152,2165.1,2882.7,494,0.510,0.790,0.723,0
WT_2,1153,2166.7,354.6,536,0.666,0.868,0.918,0
WT_2,1154,2162.3,1864.1,335,0.495,0.910,0.821,0
WT_2,1155,2167.2,619.7,450,0.818,0.296,0.924,0
WT_2,1156,2176.3,1964.2,595,0.325,0.976,0.719,1
WT_2,1157,2164.3,2444.0,356,0.676,0.841,0.852,0
